page,name_en,gi,line
69,(Pauls Ltd) Australia 2003,32,"(Pauls Ltd) Australia 2003 32±4 6 Normal, 10 50 280.9 Glucose, 2h Standard Capillary,"
69,(Pauls Ltd) Australia 2003,43,"(Pauls Ltd) Australia 2003 43±6 9 Normal, 10 50 307.6 Glucose, 2h Standard Capillary,"
69,(Pauls Ltd) Australia 2003,29,"(Pauls Ltd) Australia 2003 29±2 6 Normal, 10 50 337.8 Glucose, 2h Standard Capillary,"
69,Ltd) Australia 2003,32,"Ltd) Australia 2003 32±3 6 Normal, 10 50 301.2 Glucose, 2h Standard Capillary,"
69,Ltd) Australia 2003,28,"Ltd) Australia 2003 28±3 6 Normal, 9 50 340.1 Glucose, 2h Standard Capillary,"
69,Australia) Australia 2010,21,"Australia) Australia 2010 21±2 4 Normal, 10 50 495 Glucose, 2h Standard Capillary,"
69,Australia) Australia 2010,21,"Australia) Australia 2010 21±2 4 Normal, 10 50 515 Glucose, 2h Standard Capillary,"
69,Low fat yoghurts different flavors (mean),32,"Low fat yoghurts different flavors, mean of 25 foods 32"
69,Australia) Australia 1999,26,"Australia) Australia 1999 26±4 5 Normal, 10 25 354.6 Bread, 2h Standard Capillary,"
69,"1032 Reduced-fat, Vaalia™, French vanilla (Pauls Ltd., Australia) Australia 1999",26,"1032 Reduced-fat, Vaalia™, French vanilla (Pauls Ltd., Australia) Australia 1999 26±4 5 Normal, 10 25 292.4 Bread, 2h Standard Capillary,"
69,"1033 Reduced-fat, Extra-Lite™, strawberry (Pauls Ltd., Australia) Australia 1999",28,"1033 Reduced-fat, Extra-Lite™, strawberry (Pauls Ltd., Australia) Australia 1999 28±4 6 Normal, 10 25 310.6 Bread, 2h Standard Capillary,"
69,Republic 2005,43,"Republic 2005 43±5 9 Normal, 20 50 312.5 Glucose, 2h"
69,"Foods Ltd, Australia) Australia 2006",25,"Foods Ltd, Australia) Australia 2006 25±3 5 Normal, 10 50 290.7 Glucose, 2h Standard Capillary,"
70,"Foods Ltd, Australia) Australia 2006",37,"Foods Ltd, Australia) Australia 2006 37±3 7 Normal, 10 50 312.5 Glucose, 2h Standard Capillary,"
70,"Ltd, Australia) Australia 2006",27,"Ltd, Australia) Australia 2006 27±2 5 Normal, 10 50 271.7 Glucose, 2h Standard Capillary,"
70,"Foods Ltd, Australia) Australia 2006",32,"Foods Ltd, Australia) Australia 2006 32±5 6 Normal, 10 50 324.7 Glucose, 2h Standard Capillary,"
70,"Farmers Ltd, Australia), Australia 2002",40,"Farmers Ltd, Australia), Australia 2002 40±2 8 Normal, 10 50 287.4 Glucose, 2h Standard Capillary,"
70,"Farmers Ltd, Australia), Australia 2002",40,"Farmers Ltd, Australia), Australia 2002 40±4 8 Normal, 10 50 316.5 Glucose, 2h Standard Capillary,"
70,"Yoplait™ (National Foods Ltd, Australia) Australia 2006",16,"Yoplait™ (National Foods Ltd, Australia) Australia 2006 16±3 3 Normal, 10 25 384.6 Glucose, 2h Standard Capillary,"
70,"yoghurts, Yoplait™(National Foods Ltd, Australia) Australia 2006",19,"yoghurts, Yoplait™(National Foods Ltd, Australia) Australia 2006 19±3 4 Normal, 10 25 357.1 Glucose, 2h Standard Capillary,"
70,"Yoplait™(National Foods Ltd, Australia) Australia 2006",20,"Yoplait™(National Foods Ltd, Australia) Australia 2006 20±4 4 Normal, 10 25 390.6 Glucose, 2h Standard Capillary,"
70,"yoghurts, Yoplait™(National Foods Ltd, Australia) Australia 2006",18,"yoghurts, Yoplait™(National Foods Ltd, Australia) Australia 2006 18±3 4 Normal, 10 25 367.6 Glucose, 2h Standard Capillary,"
70,"1045 Fat-free, Passionfruit yoghurt (Jalna Dairy Foods, Australia) Australia 200",27,"1045 Fat-free, Passionfruit yoghurt (Jalna Dairy Foods, Australia) Australia 2004 27±4 5 Normal, 10 50 359.7 Glucose, 2h Standard Capillary,"
70,Australia 2010,17,"Australia 2010 17±2 2 Normal, 10 50 495 Glucose, 2h Standard Capillary,"
70,"1047 Yoghurt, low fat, natural UK 2005",35,"1047 Yoghurt, low fat, natural UK 2005 35±10 4 Normal, 9 25 431 Glucose, 2h Standard Capillary,"
70,"1048 Yoghurt, probiotic, prune UK 2005",44,"1048 Yoghurt, probiotic, prune UK 2005 44±10 9 Normal, 10 25 349.7 Glucose, 2h Standard Capillary,"
70,"1049 Yoghurt, probiotic, raspberry UK 2005",45,"1049 Yoghurt, probiotic, raspberry UK 2005 45±10 9 Normal, 10 25 349.7 Glucose, 2h Standard Capillary,"
70,All Yoghurts (mean),33,"All Yoghurts, mean of 72 studies 33"
71,"1050 Probiotic drink, cranberry UK 2005",56,"1050 Probiotic drink, cranberry UK 2005 56±9 11 Normal, 10 25 409.8 Glucose, 2h Standard Capillary,"
71,"1051 Probiotic drink, orange UK 2005",30,"1051 Probiotic drink, orange UK 2005 30±8 6 Normal, 10 25 373.1 Glucose, 2h Standard Capillary,"
71,"1052 Probiotic drink, original UK 2005",34,"1052 Probiotic drink, original UK 2005 34±5 7 Normal, 10 25 409.8 Glucose, 2h Standard Capillary,"
71,"Foods, Australia) Australia 2004",24,"Foods, Australia) Australia 2004 24±5 5 Normal, 10 50 381.7 Glucose, 2h Standard Capillary,"
71,"Foods, Australia) Australia 2004",19,"Foods, Australia) Australia 2004 19±4 4 Normal, 10 50 381.7 Glucose, 2h Standard Capillary,"
71,"(Pauls Ltd., Australia) Australia 1999",38,"(Pauls Ltd., Australia) Australia 1999 38±4 8 Normal, 10 25 173.6 Bread, 2h Standard Capillary,"
71,1056 Control dairy beverage Canada 2013*,70,"1056 Control dairy beverage Canada 2013* 70±7 7 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,1057 Dairy beverage with soy-soluble polysaccharides (2.5 g fiber) Canada 2013*,65,"1057 Dairy beverage with soy-soluble polysaccharides (2.5 g fiber) Canada 2013* 65±11 7 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,1058 Dairy beverage with flaxseed gum (2.5 g fiber) Canada 2013*,54,"1058 Dairy beverage with flaxseed gum (2.5 g fiber) Canada 2013* 54±9 5 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,1059 Control dairy pudding (0.25 g fiber) Canada 2013*,63,"1059 Control dairy pudding (0.25 g fiber) Canada 2013* 63±6 6 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,1060 Dairy pudding with soy-soluble polysaccharides (2.5 g fiber) Canada 2013*,61,"1060 Dairy pudding with soy-soluble polysaccharides (2.5 g fiber) Canada 2013* 61±6 6 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,1061 Dairy pudding with flaxseed gum (2.5 g fiber) Canada 2013*,57,"1061 Dairy pudding with flaxseed gum (2.5 g fiber) Canada 2013* 57±8 6 Normal, 11 50 250 Glucose, 2h Standard Venous,"
71,2007,15,"2007 15±4 2 Normal, 10 50 NS Bread, 2h Standard Capillary,"
71,"1063 Soy milk, full-fat, with sucrose (Sanitarium, Australia) Australia 1997",31,"1063 Soy milk, full-fat, with sucrose (Sanitarium, Australia) Australia 1997 31±5 3 Normal,"
72,"maltodextrin (So Natural Foods, Australia) Australia 2000",44,"maltodextrin (So Natural Foods, Australia) Australia 2000 44±5 4 Normal, 10 25 337.8 Glucose, 2h Standard Capillary,"
72,"maltodextrin (So Natural Foods, Australia) Australia 2000",36,"maltodextrin (So Natural Foods, Australia) Australia 2000 36±4 4 Normal, 10 25 360.0 Glucose, 2h Standard Capillary,"
72,"Natural Foods, Australia) Australia 2006",41,"Natural Foods, Australia) Australia 2006 41±4 4 Normal, 15 25 333.3 Glucose, 2h Standard Capillary,"
72,"1067 Soy milk, Vitasoy® Organic (National Foods Ltd, Australia) Australia 2008",43,"1067 Soy milk, Vitasoy® Organic (National Foods Ltd, Australia) Australia 2008 43±3 4 Normal, 10 25 412.5 Glucose, 2h Standard Capillary,"
72,Australia) Australia 2008,21,"Australia) Australia 2008 21±5 2 Normal, 10 25 800.8 Glucose, 2h Standard Capillary,"
72,"Foods Ltd, Australia) Australia 2005",45,"Foods Ltd, Australia) Australia 2005 45±5 5 Normal, 10 25 641.0 Glucose, 2h Standard Capillary,"
72,"(National Foods Ltd, Australia) Australia 2008",17,"(National Foods Ltd, Australia) Australia 2008 17±3 2 Normal, 10 25 851.7 Glucose, 2h Standard Capillary,"
72,"containing maltodextrin (So Natural Foods, Australia) Australia 2000",44,"containing maltodextrin (So Natural Foods, Australia) Australia 2000 44±3 4 Normal, 10 25 463.0 Glucose, 2h Standard Capillary,"
72,"Premium Vitality+ (National Foods Ltd, Australia) Australia 2005",18,"Premium Vitality+ (National Foods Ltd, Australia) Australia 2005 18±3 2 Normal, 10 25 520.8 Glucose, 2h Standard Capillary,"
72,Soy milk reduced-fat (mean),31,"Soy milk reduced-fat, mean of 4 studies 31"
72,2007,40,"2007 40±5 8 Normal, 10 50 NS Bread, 2h Standard Capillary,"
72,2007,28,"2007 28±3 6 Normal, 10 50 NS Bread, 2h Standard Capillary,"
72,"(National Foods Ltd, Australia) Australia 2008",31,"(National Foods Ltd, Australia) Australia 2008 31±3 6 Normal, 10 25 353.4 Glucose, 2h Standard Capillary,"
72,"(National Foods Ltd, Australia) Australia 2008",31,"(National Foods Ltd, Australia) Australia 2008 31±3 6 Normal, 10 25 376.8 Glucose, 2h Standard Capillary,"
72,"Foods, Australia) Australia 2000",50,"Foods, Australia) Australia 2000 50±3 10 Normal, 10 25 268.8 Glucose, 2h Standard Capillary,"
73,"1078 Apples, raw Australia 2020",44,"1078 Apples, raw Australia 2020 44±5 7 Normal, 10 50 431.0 Glucose, 2h Standard Capillary,"
73,"1079 Apples, canned in juice Australia 2007",42,"1079 Apples, canned in juice Australia 2007 42±5 6 Normal, 10 50 337.8 Glucose, 2h Standard Capillary,"
73,"and Ashton Foods Pty Ltd, South Africa) South Africa 2006",42,"and Ashton Foods Pty Ltd, South Africa) South Africa 2006 42±2 6 Normal, 10 50 602.4 Glucose, 2h Standard Capillary,"
73,"1081 Apple, dried Australia 1998",29,"1081 Apple, dried Australia 1998 29±5 4 Normal, 10 50 82.3 Bread, 2h Standard Capillary,"
73,"1082 Apples, dried (Malus pumila Mill.) China 2018*",43,"1082 Apples, dried (Malus pumila Mill.) China 2018* 43±4 6 Normal, 11 50 76.8 Glucose, 2h Standard Capillary,"
73,"1083 Apricots, raw, NS Australia 2007",34,"1083 Apricots, raw, NS Australia 2007 34±3 5 Normal, 10 50 324.7 Glucose, 2h Standard Capillary,"
73,"1084 Apricots, raw, NS Canada 2018*",42,"1084 Apricots, raw, NS Canada 2018* 42±5 6 Normal, 10 50 81.4 Bread, 2h Standard Capillary,"
73,"Foods Pty Ltd, South Africa) South Africa 2006",51,"Foods Pty Ltd, South Africa) South Africa 2006 51±5 8 Normal, 10 50 495.0 Glucose, 2h Standard Capillary,"
73,"1086 Apricots, dried, ready to eat, bite size UK 2005",32,"1086 Apricots, dried, ready to eat, bite size UK 2005 32±7 5 Normal, 10 50 137.0 Glucose, 2h Standard Capillary,"
73,"1087 Apricots, dried (Armeniaca vulgaris Lam.) China 2018*",56,"1087 Apricots, dried (Armeniaca vulgaris Lam.) China 2018* 56±4 8 Normal, 11 50 90.4 Glucose, 2h Standard Capillary,"
73,"1088 Banana, raw Australia 2008",47,"1088 Banana, raw Australia 2008 47±5 7 Normal, 10 50 250 Glucose, 2h Standard Capillary,"
73,"1089 Banana, lady finger (Moraitis, Australia) Australia 2014",49,"1089 Banana, lady finger (Moraitis, Australia) Australia 2014 49±5 7 Normal, 12 50 259.2 Glucose, 2h Standard Capillary,"
73,"1090 Banana, lady finger (Moraitis, Australia) Australia 2014",53,"1090 Banana, lady finger (Moraitis, Australia) Australia 2014 53±4 8 Normal, 12 50 268.3 Glucose, 2h Standard Capillary,"
73,"1091 Banana, raw, overripe Australia 2008",57,"1091 Banana, raw, overripe Australia 2008 57±8 9 Normal, 9 50 250 Glucose, 2h Standard Capillary,"
74,2007,53,"2007 53±7 8 Normal, 10 50 568.2 Bread, 2h Standard Capillary,"
74,"1093 Breadfruit, peeled, boiled 10 min Jamaica 2005",47,"1093 Breadfruit, peeled, boiled 10 min Jamaica 2005 47±5 7 Normal, 10 50 276.6 Glucose, 2h Standard Capillary,"
74,"1094 Breadfruit, roasted on preheated charcoal Jamaica 2005",72,"1094 Breadfruit, roasted on preheated charcoal Jamaica 2005 72±8 11 Normal, 10 50 221.3 Glucose, 2h Standard Capillary,"
74,India 2016,65,"India 2016 65±5 10 Normal, 10 25 59.2 Glucose, 2h Standard Capillary,"
74,"1096 Cranberries, sweetened, dried (Ocean Spray, USA) USA 2011",62,"1096 Cranberries, sweetened, dried (Ocean Spray, USA) USA 2011 62±6 9 Normal, 10 50 65.1 Glucose, 2h Standard Capillary,"
74,"1097 Cherries, sour, pitted, canned (Always Fresh brand, Australia) Australia 20",41,"1097 Cherries, sour, pitted, canned (Always Fresh brand, Australia) Australia 2007 41±5 6 Normal, 10 25 142 Glucose, 2h Standard Capillary,"
74,"1098 Custard apple, raw, flesh only Australia 2000",54,"1098 Custard apple, raw, flesh only Australia 2000 54±2 8 Normal, 12 50 316.5 Glucose, 2h Standard Capillary,"
74,"1099 Dates, Bo ma'an variety (Al Saad date factory, Al Ain, UAE ) UAE 2011*",46,"1099 Dates, Bo ma'an variety (Al Saad date factory, Al Ain, UAE ) UAE 2011* 46±7 7 Normal, 13 50 72.7 Glucose, 2h Standard Capillary,"
74,"1100 Dates, Dabbas variety (Al Saad date factory, Al Ain, UAE) UAE 2011*",49,"1100 Dates, Dabbas variety (Al Saad date factory, Al Ain, UAE) UAE 2011* 49±7 7 Normal, 13 50 76.2 Glucose, 2h Standard Capillary,"
74,"1101 Dates, Deglet noir variety Algeria 2016*",52,"1101 Dates, Deglet noir variety Algeria 2016* 52±3 8 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
74,"1102 Dates, Fara'd variety (Al Saad date factory, Al Ain, UAE) UAE 2011*",54,"1102 Dates, Fara'd variety (Al Saad date factory, Al Ain, UAE) UAE 2011* 54±6 8 Normal, 13 50 72.5 Glucose, 2h Standard Capillary,"
74,"1103 Dates, H'mira variety Algeria 2016*",48,"1103 Dates, H'mira variety Algeria 2016* 48±2 7 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
74,"1104 Dates, Khalas (Rutab, soft early ripened) variety UAE 2002",47,"1104 Dates, Khalas (Rutab, soft early ripened) variety UAE 2002 47±5 7 Normal, 11 50 101.8 Glucose, 2h Standard Capillary,"
74,"1105 Dates, Khalas variety (Al Saad date factory, Al Ain, UAE) UAE 2011*",55,"1105 Dates, Khalas variety (Al Saad date factory, Al Ain, UAE) UAE 2011* 55±8 8 Normal, 13 50 72.6 Glucose, 2h Standard Capillary,"
75,"1106 Dates, Khalas (Phoenix dactylifera L.) Saudi Arabia 2013*",55,"1106 Dates, Khalas (Phoenix dactylifera L.) Saudi Arabia 2013* 55±6 8 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
75,"1107 Dates, Lulu variety (Al Saad date factory, Al Ain, UAE) UAE 2011*",54,"1107 Dates, Lulu variety (Al Saad date factory, Al Ain, UAE) UAE 2011* 54±9 8 Normal, 13 50 73.6 Glucose, 2h Standard Capillary,"
75,"1108 Dates, NS Canada 2018*",68,"1108 Dates, NS Canada 2018* 68±6 10 Normal, 10 50 77.8 Bread, 2h Standard Capillary,"
75,"1109 Dates, Tinissine variety Algeria 2016*",44,"1109 Dates, Tinissine variety Algeria 2016* 44±2 7 Normal, 10 50 NS Glucose, 2h Standard Capillary,"
75,Dates (mean),52,"Dates, mean of 11 foods 52"
75,"1110 Dates, Ajwah cultivar, Tamer stage Saudi Arabia 2016*",60,"1110 Dates, Ajwah cultivar, Tamer stage Saudi Arabia 2016* 60±6 9 Normal, 10 50 70.1 Glucose, 2h Standard Capillary,"
75,manner) variety UAE 2002,45,"manner) variety UAE 2002 45±8 7 Normal, 11 50 66.8 Glucose, 2h Standard Capillary,"
75,"1112 Dates, Khalas variety, dried and vacuum packed UAE 2002",36,"1112 Dates, Khalas variety, dried and vacuum packed UAE 2002 36±3 5 Normal, 11 50 66.7 Glucose, 2h Standard Capillary,"
75,"1113 Dates, Khudri cultivar, Tamer stage Saudi Arabia 2016*",62,"1113 Dates, Khudri cultivar, Tamer stage Saudi Arabia 2016* 62±7 9 Normal, 10 50 67.1 Glucose, 2h Standard Capillary,"
75,"1114 Dates, Maktoomi cultivar, Tamer stage Saudi Arabia 2016*",71,"1114 Dates, Maktoomi cultivar, Tamer stage Saudi Arabia 2016* 71±11 11 Normal, 10 50 68.5 Glucose, 2h Standard Capillary,"
75,"1115 Dates, Medjool cultivar, Tamer stage Saudi Arabia 2016*",55,"1115 Dates, Medjool cultivar, Tamer stage Saudi Arabia 2016* 55±7 8 Normal, 10 50 70.5 Glucose, 2h Standard Capillary,"
75,"1116 Dates, Nabtat-ali cultivar, Tamer stage Saudi Arabia 2016*",60,"1116 Dates, Nabtat-ali cultivar, Tamer stage Saudi Arabia 2016* 60±7 9 Normal, 10 50 69.3 Glucose, 2h Standard Capillary,"
75,"1117 Dates, Nabtat-seyf cultivar, Tamer stage Saudi Arabia 2016*",54,"1117 Dates, Nabtat-seyf cultivar, Tamer stage Saudi Arabia 2016* 54±10 8 Normal, 9 50 67.0 Glucose, 2h Standard Capillary,"
75,"1118 Dates, Osilah cultivar, Tamer stage Saudi Arabia 2016*",57,"1118 Dates, Osilah cultivar, Tamer stage Saudi Arabia 2016* 57±12 9 Normal, 9 50 82.5 Glucose, 2h Standard Capillary,"
75,"1119 Dates, Rashodia cultivar, Tamer stage Saudi Arabia 2016*",51,"1119 Dates, Rashodia cultivar, Tamer stage Saudi Arabia 2016* 51±7 8 Normal, 10 50 67.3 Glucose, 2h Standard Capillary,"
75,"1120 Dates, Ruthana cultivar, Tamer stage Saudi Arabia 2016*",53,"1120 Dates, Ruthana cultivar, Tamer stage Saudi Arabia 2016* 53±4 8 Normal, 10 50 73.4 Glucose, 2h Standard Capillary,"
75,"1121 Dates, Sag'ai cultivar, Tamer stage Saudi Arabia 2016*",45,"1121 Dates, Sag'ai cultivar, Tamer stage Saudi Arabia 2016* 45±6 7 Normal, 9 50 72.7 Glucose, 2h Standard Capillary,"
76,"1122 Dates, Sayer, dried, Trident™ brand Australia 2014",56,"1122 Dates, Sayer, dried, Trident™ brand Australia 2014 56±3 8 Normal, 10 50 63.7 Glucose, 2h Standard Capillary,"
76,"1123 Dates, Sellaj cultivar, Tamer stage Saudi Arabia 2016*",75,"1123 Dates, Sellaj cultivar, Tamer stage Saudi Arabia 2016* 75±10 11 Normal, 9 50 69.0 Glucose, 2h Standard Capillary,"
76,"1124 Dates, Shaqra cultivar, Tamer stage Saudi Arabia 2016*",43,"1124 Dates, Shaqra cultivar, Tamer stage Saudi Arabia 2016* 43±6 6 Normal, 10 50 66.9 Glucose, 2h Standard Capillary,"
76,"1125 Dates, Shishi cultivar, Tamer stage Saudi Arabia 2016*",50,"1125 Dates, Shishi cultivar, Tamer stage Saudi Arabia 2016* 50±7 8 Normal, 10 50 71.8 Glucose, 2h Standard Capillary,"
76,"1126 Dates, Sukkary cultivar, Tamer stage Saudi Arabia 2016*",43,"1126 Dates, Sukkary cultivar, Tamer stage Saudi Arabia 2016* 43±5 6 Normal, 10 50 77.6 Glucose, 2h Standard Capillary,"
76,"1127 Dates, Um-Kabar cultivar, Tamer stage Saudi Arabia 2016*",59,"1127 Dates, Um-Kabar cultivar, Tamer stage Saudi Arabia 2016* 59±7 9 Normal, 10 50 69.1 Glucose, 2h Standard Capillary,"
76,"1128 Dates, Wannanah cultivar, Tamer stage Saudi Arabia 2016*",51,"1128 Dates, Wannanah cultivar, Tamer stage Saudi Arabia 2016* 51±7 8 Normal, 10 50 67.5 Glucose, 2h Standard Capillary,"
76,"Dates, dried (mean)",54,"Dates, dried, mean of 19 foods 54"
76,"Macro brand, Australia) Turkey 2018",54,"Macro brand, Australia) Turkey 2018 54±6 8 Normal, 10 50 91.7 Glucose, 2h Standard Capillary,"
76,"Sons, Sydney, Australia) Australia 2002",61,"Sons, Sydney, Australia) Australia 2002 61±6 9 Normal, 10 50 115.4 Glucose, 2h Standard Capillary,"
76,"1131 Guava, raw, cut into bite size pieces Singapore 2017*",29,"1131 Guava, raw, cut into bite size pieces Singapore 2017* 29±4 4 Normal, 19 25 280 Glucose, 2h Standard Capillary,"
76,"1132 Guava, raw, puree Singapore 2017*",47,"1132 Guava, raw, puree Singapore 2017* 47±4 7 Normal, 19 25 280 Glucose, 2h Standard Capillary,"
76,"1133 Grapes, Crimson seedless Australia 2008",50,"1133 Grapes, Crimson seedless Australia 2008 50±3 8 Normal, 10 50 279.3 Glucose, 2h Standard Capillary,"
76,"1134 Grapes, green, Menidee, seedless Australia 2008",54,"1134 Grapes, green, Menidee, seedless Australia 2008 54±4 8 Normal, 10 50 333.3 Glucose, 2h Standard Capillary,"
76,"1135 Grapes, black, Waltham Cross Australia 2001",59,"1135 Grapes, black, Waltham Cross Australia 2001 59±5 9 Normal, 11 50 330.7 Bread, 2h Standard Capillary,"
77,"Select, Australia) Australia 2008",47,"Select, Australia) Australia 2008 47±5 7 Normal, 10 50 294.1 Glucose, 2h Standard Capillary,"
77,"1137 Jujubes, dried (Ziziphus jujubu Mill.) China 2018*",55,"1137 Jujubes, dried (Ziziphus jujubu Mill.) China 2018* 55±6 8 Normal, 11 50 84 Glucose, 2h Standard Capillary,"
77,"1138 Lychee, fresh Australia 2009",57,"1138 Lychee, fresh Australia 2009 57±3 9 Normal, 9 50 308.6 Glucose, 2h Standard Capillary,"
77,"1139 Lychee, canned in syrup and drained, Narcissus brand China 2000",79,"1139 Lychee, canned in syrup and drained, Narcissus brand China 2000 79±8 12 Normal, 12 50 292.4 Glucose, 2h Standard Capillary,"
77,1140 Mandarin orange (Citrus reticulata)19 Italy 2004,52,"1140 Mandarin orange (Citrus reticulata)19 Italy 2004 52±8 8 Normal, ≥9 25 142 Glucose, 2h Standard Capillary,"
77,Australia) Australia 2008,47,"Australia) Australia 2008 47±2 7 Normal, 10 50 500 Glucose, 2h Standard Capillary,"
77,"1142 Mango, raw (Chin-Hwang Mango) Taiwan 2010*",48,"1142 Mango, raw (Chin-Hwang Mango) Taiwan 2010* 48±0.3 7 Normal, 10 50 NS Bread, 2h Standard Capillary,"
77,"Foods, Toowong, Australia) Australia 2000",42,"Foods, Toowong, Australia) Australia 2000 42±3 6 Normal, 10 50 217.4 Glucose, 2h Standard Capillary,"
77,1144 Melon (Cucumis melon)19 Italy 2004,60,"1144 Melon (Cucumis melon)19 Italy 2004 60±9 9 Normal, ≥9 25 338 Glucose, 2h Standard Capillary,"
77,"1145 Watermelon, raw (Citrullus vulgaris-red variety) Malaysia 2008*",55,"1145 Watermelon, raw (Citrullus vulgaris-red variety) Malaysia 2008* 55±3 8 Normal, 10 50 893 Glucose, 2h Standard Capillary,"
77,"1146 Watermelon (Citrullus lanatus), raw, red-fleshed, seeded Malaysia 2017*",48,"1146 Watermelon (Citrullus lanatus), raw, red-fleshed, seeded Malaysia 2017* 48±1 7 Normal, 14 25 236 Glucose, 2h Standard Capillary,"
77,"1147 Watermelon (Citrullus lanatus), raw, red-fleshed, seedless Malaysia 2017*",51,"1147 Watermelon (Citrullus lanatus), raw, red-fleshed, seedless Malaysia 2017* 51±2 8 Normal, 14 25 239 Glucose, 2h Standard Capillary,"
77,"1148 Watermelon (Citrullus lanatus), raw, yellow-fleshed, seedless Malaysia 2017",47,"1148 Watermelon (Citrullus lanatus), raw, yellow-fleshed, seedless Malaysia 2017* 47±2 7 Normal, 14 25 233 Glucose, 2h Standard Capillary,"
77,"1149 Nectarines, raw Australia 2006",43,"1149 Nectarines, raw Australia 2006 43±6 6 Normal, 10 25 324.7 Glucose, 2h Standard Capillary,"
78,"1150 Oranges, navel Australia 2020",45,"1150 Oranges, navel Australia 2020 45±5 7 Normal, 10 50 406.5 Glucose, 2h Standard Capillary,"
78,"Select, Australia) Australia 2008",53,"Select, Australia) Australia 2008 53±4 8 Normal, 10 50 312.5 Glucose, 2h Standard Capillary,"
78,sugar Australia 2016,46,"sugar Australia 2016 46±5 7 Normal, 10 25 95.8 Glucose, 2h Standard Capillary,"
78,"1153 Papaya/paw paw, raw, cut into bite size pieces Singapore 2017*",38,"1153 Papaya/paw paw, raw, cut into bite size pieces Singapore 2017* 38±2 6 Normal, 19 25 274 Glucose, 2h Standard Capillary,"
78,"1154 Papaya/paw paw, raw, puree Singapore 2017*",42,"1154 Papaya/paw paw, raw, puree Singapore 2017* 42±5 6 Normal, 19 25 274 Glucose, 2h Standard Capillary,"
78,1155 Peach (Prunus persica)19 Italy 2004,76,"1155 Peach (Prunus persica)19 Italy 2004 76±9 11 Normal, ≥9 25 410 Glucose, 2h Standard Capillary,"
78,"Shepparton, VIC, Australia) Australia 2007",46,"Shepparton, VIC, Australia) Australia 2007 46±4 7 Normal, 9 50 438.6 Glucose, 2h Standard Capillary,"
78,Australia) Australia 2007,64,"Australia) Australia 2007 64±3 10 Normal, 9 50 314.5 Glucose, 2h Standard Capillary,"
78,"Select, Australia) Australia 2008",46,"Select, Australia) Australia 2008 46±5 7 Normal, 10 50 490.2 Glucose, 2h Standard Capillary,"
78,"Select, Australia) Australia 2008",45,"Select, Australia) Australia 2008 45±4 7 Normal, 10 50 454.5 Glucose, 2h Standard Capillary,"
78,"1160 Pear, Williams, raw, under ripe/crunchy Australia 2015",24,"1160 Pear, Williams, raw, under ripe/crunchy Australia 2015 24±3 4 Normal, 10 25 260.4 Glucose, 2h Standard Capillary,"
78,"1161 Pear, Williams, raw, ripe/soft Australia 2015",33,"1161 Pear, Williams, raw, ripe/soft Australia 2015 33±4 5 Normal, 10 25 260.4 Glucose, 2h Standard Capillary,"
78,"1162 Pear slices, canned in natural juice (SPC Ltd, Australia) Australia 2015",31,"1162 Pear slices, canned in natural juice (SPC Ltd, Australia) Australia 2015 31±2 5 Normal, 10 50 181.3 Glucose, 2h Standard Capillary,"
78,1163 Persimmon (Diospyros kaki)19 Italy 2004,61,"1163 Persimmon (Diospyros kaki)19 Italy 2004 61±8 9 Normal, ≥9 25 156 Glucose, 2h Standard Capillary,"
79,"1164 Pineapple, raw (Ananas comosa) Malaysia 2008*",82,"1164 Pineapple, raw (Ananas comosa) Malaysia 2008* 82±4 12 Normal, 9 50 543 Glucose, 2h Standard Capillary,"
79,Australia) Australia 2008,43,"Australia) Australia 2008 43±4 6 Normal, 10 50 312.5 Glucose, 2h Standard Capillary,"
79,"Select, Australia) Australia 2007",55,"Select, Australia) Australia 2007 55±5 8 Normal, 10 50 384.6 Glucose, 2h Standard Capillary,"
79,Australia 2008,53,"Australia 2008 53±7 8 Normal, 10 50 424.5 Glucose, 2h Standard Capillary,"
79,"1168 Prunes, pitted (Sunsweet Growers Inc., Yuba City, USA) USA 2000",29,"1168 Prunes, pitted (Sunsweet Growers Inc., Yuba City, USA) USA 2000 29±4 4 Normal, 10 50 68.2 Glucose, 2h Standard Capillary,"
79,"City, USA) USA 2009",40,"City, USA) USA 2009 40±6 6 Normal, 10 50 90.9 Glucose, 2h Standard Capillary,"
79,"1170 Raisins (Sun Maid, USA) USA 2013",49,"1170 Raisins (Sun Maid, USA) USA 2013 49±4 7 Normal, 10 50 69.0 Bread, 2h Standard Capillary,"
79,1171 Raisins Canada 2018*,55,"1171 Raisins Canada 2018* 55±5 8 Normal, 10 50 64.8 Bread, 2h Standard Capillary,"
79,1172 Raisins (Vitis vinifera Linn.) China 2018*,56,"1172 Raisins (Vitis vinifera Linn.) China 2018* 56±5 8 Normal, 11 50 75.2 Glucose, 2h Standard Capillary,"
